UID,Name,Position,Age,Club,Wage,Division,Minutes Played,Season,Total Number Of Seasons Stored,Average Rating,SABR Rating,Adjusted Rating,Adjusted SABR Rating,Rating Difference,Aerial Challenges Attempted per 90,Assists per 90,Blocks per 90,Chances Created per 90,Clearances per 90,Cross Completion %,Dribbles per 90,Expected Assists per 90,Expected Goals per 90,Goals per 90,Headers Won %,Interceptions per 90,Key Headers per 90,Key Passes per 90,Key Tackles per 90,Non-Penalty xG per 90,Open-Play Cross Completion %,Open-Play Key Passes per 90,Possession Lost per 90,Possession Won per 90,Pressures Attempted per 90,Pressures Completed per 90,Progressive Passes per 90,Shots Blocked per 90,Shots Outside Box per 90,Shots on Target per 90,Shots per 90,Tackles Won per 90
r-2002338119,Jochen Freeman,Striker,32,Austin FC,"£196,000 p/a",Major League Soccer,2643,2046,2,6.92,5.37,6.92,4.16,-2.76,5.89,0.07,0.14,1.66,0.44,17.0,1.06,0.08,0.32,0.27,30.0,1.02,0.14,1.19,0.03,0.32,29.0,0.65,12.57,4.67,8.48,2.21,1.16,0.03,1.19,1.09,2.42,1.4
r-2002339854,Óscar Osorio,Striker,32,Real Salt Lake,"£213,000 p/a",Major League Soccer,1523,2045,2,7.01,2.73,6.96,3.25,-3.71,6.56,0.3,0.06,1.72,0.77,30.0,1.3,0.21,0.31,0.3,16.0,1.12,0.0,1.71,0.0,0.21,43.0,1.06,8.86,4.85,8.75,2.13,1.42,0.0,0.53,0.65,1.71,1.48
r-2002339854,Óscar Osorio,Striker,33,Real Salt Lake,"£213,000 p/a",Major League Soccer,2426,2046,2,6.92,3.77,6.96,3.25,-3.71,6.31,0.22,0.22,0.4,0.33,20.0,0.82,0.16,0.22,0.3,18.0,0.82,0.04,1.3,0.07,0.22,18.0,0.78,10.8,4.45,7.72,1.85,1.34,0.07,0.63,0.41,1.26,1.74
r-2002338659,Rob Ferreira,Striker,33,Seattle,"£357,000 p/a",Major League Soccer,1476,2045,1,6.73,2.58,6.73,2.58,-4.15,5.91,0.12,0.06,0.63,0.79,8.0,0.73,0.09,0.33,0.3,14.0,0.67,0.06,0.73,0.0,0.28,100.0,0.73,8.29,3.41,9.45,1.95,1.1,0.06,0.18,0.61,0.98,1.28
r-2002339101,Jalen Robinson,Striker,24,LA Galaxy,"£163,000 p/a",Major League Soccer,569,2045,2,7.06,2.29,6.9,1.54,-5.36,10.76,0.16,0.0,1.91,1.11,66.0,1.11,0.16,0.72,0.95,50.0,1.42,0.0,0.47,0.16,0.72,200.0,0.47,10.76,5.85,10.44,3.8,0.79,0.0,0.95,2.21,4.11,2.37
r-2002339101,Jalen Robinson,Striker,25,LA Galaxy,"£201,000 p/a",Major League Soccer,338,2046,2,6.75,0.78,6.9,1.54,-5.36,7.19,0.0,0.27,0.79,0.0,25.0,1.07,0.11,0.23,0.27,41.0,0.8,0.27,1.33,0.0,0.23,33.0,1.33,8.79,3.46,7.46,1.6,1.33,0.27,0.27,0.8,1.33,1.86
r-2002092161,Bradley Walton,Striker,36,NYCFC,"£1,978,000 p/a",Major League Soccer,1100,2045,2,6.68,2.28,6.7,1.49,-5.21,4.83,0.08,0.25,0.27,0.74,12.0,1.23,0.08,0.14,0.25,29.0,1.39,0.0,0.65,0.0,0.14,11.0,0.65,9.33,5.56,11.21,2.54,3.03,0.08,0.25,0.65,0.9,2.21
r-2002092161,Bradley Walton,Striker,37,NYCFC,"£486,000 p/a",Major League Soccer,321,2046,2,6.73,0.7,6.7,1.49,-5.21,5.61,0.0,0.28,0.43,0.28,0.0,1.12,0.21,0.32,0.28,35.0,0.56,0.0,1.4,0.0,0.1,25.0,0.84,12.34,6.17,9.81,1.96,3.36,0.0,0.56,0.28,1.4,1.68
r-2002258401,Eddie Valenzuela,Striker,27,Cincinnati,"£621,000 p/a",Major League Soccer,1462,2045,2,6.82,1.88,6.93,3.12,-3.81,5.17,0.06,0.06,0.83,0.43,0.0,0.62,0.09,0.24,0.55,13.0,0.49,0.0,0.98,0.0,0.24,0.0,0.92,8.5,2.83,6.09,1.23,1.91,0.0,0.86,0.8,1.48,0.98
r-2002258401,Eddie Valenzuela,Striker,28,Austin FC,"£621,000 p/a",Major League Soccer,3241,2046,2,7.04,4.36,6.93,3.12,-3.81,3.19,0.17,0.06,1.51,0.36,16.0,0.97,0.11,0.17,0.33,14.0,1.25,0.0,0.92,0.0,0.17,19.0,0.92,9.97,4.28,9.33,2.05,3.28,0.0,0.42,0.56,1.0,1.28
r-2002303845,Ezequiel Torres,Striker,22,Austin FC,"£418,000 p/a",Major League Soccer,720,2045,2,7.22,1.75,7.1,4.33,-2.77,6.5,0.38,0.0,0.43,0.75,14.0,2.5,0.17,0.2,0.25,38.0,0.5,0.25,0.75,0.0,0.2,17.0,0.75,9.5,3.25,7.62,1.88,0.75,0.0,0.12,0.62,1.25,0.88
r-2002303845,Ezequiel Torres,Striker,23,LA Galaxy,"£418,000 p/a",Major League Soccer,2671,2046,2,6.97,6.91,7.1,4.33,-2.77,8.22,0.13,0.1,1.62,0.54,22.0,2.06,0.14,0.36,0.3,36.0,0.91,0.03,0.91,0.0,0.36,136.0,0.91,9.43,4.45,8.83,2.7,1.79,0.07,0.4,0.71,1.79,0.94
r-2002339812,Sam Reid,Striker,32,Toronto FC,"£704,000 p/a",Major League Soccer,1102,2045,2,6.85,1.72,6.92,2.24,-4.68,3.59,0.25,0.16,0.97,0.25,0.0,1.14,0.12,0.15,0.25,20.0,0.98,0.0,0.74,0.0,0.15,0.0,0.74,9.8,3.51,7.84,2.29,1.39,0.08,0.33,0.49,0.98,1.14
r-2002339812,Sam Reid,Striker,33,Toronto FC,"£704,000 p/a",Major League Soccer,1596,2046,2,6.98,2.77,6.92,2.24,-4.68,6.48,0.11,0.11,0.97,0.34,14.0,1.97,0.19,0.58,0.56,20.0,0.79,0.06,1.18,0.06,0.44,35.0,1.13,10.43,4.0,8.68,1.92,2.09,0.0,0.62,1.52,2.37,1.24
r-2002340190,Rafael Silva,Striker,29,Chicago,"£594,000 p/a",Major League Soccer,783,2045,1,6.88,1.71,6.88,1.71,-5.17,4.94,0.11,0.0,1.67,0.46,50.0,1.15,0.1,0.61,0.46,33.0,0.8,0.0,0.57,0.11,0.61,25.0,0.46,7.82,2.76,4.14,1.26,1.15,0.0,0.23,0.69,1.72,0.8
r-2002357633,Juan Yépez,Striker,20,San Jose,"£101,000 p/a",Major League Soccer,651,2045,1,6.66,1.67,6.66,1.67,-4.99,4.01,0.0,0.14,0.29,0.28,37.0,1.66,0.07,0.18,0.28,34.0,0.28,0.14,0.97,0.0,0.18,129.0,0.97,8.02,1.66,5.53,1.11,1.11,0.0,0.0,0.28,0.41,0.69
r-2002339852,Colin Astill,Striker,24,Philadelphia,"£144,000 p/a",Major League Soccer,611,2045,2,6.62,1.65,3.31,0.82,-2.49,15.02,0.0,0.15,0.0,0.59,0.0,1.33,0.01,0.12,0.15,43.0,0.44,0.0,0.44,0.0,0.12,0.0,0.44,11.19,2.36,5.3,1.18,0.88,0.15,0.44,0.44,1.18,0.44
r-2002339852,Colin Astill,Striker,25,Philadelphia,"£144,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.31,0.82,-2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340462,Alasdair Robinson,Striker,31,Minnesota,"£1,827,000 p/a",Major League Soccer,825,2045,2,7.01,1.63,7.0,0.82,-6.18,9.38,0.11,0.22,0.0,0.33,25.0,1.42,0.09,0.4,0.87,15.0,1.2,0.0,1.2,0.0,0.4,14.0,0.76,14.18,4.04,7.85,1.31,1.96,0.0,0.76,1.2,1.96,1.2
r-2002340462,Alasdair Robinson,Striker,32,Minnesota,"£1,027,000 p/a",Major League Soccer,11,2046,2,7.0,0.0,7.0,0.82,-6.18,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002339185,Peter Robertson,Striker,26,Inter Miami,"£101,000 p/a",Major League Soccer,470,2045,2,7.0,1.52,7.12,1.04,-6.08,12.83,0.19,0.38,0.0,0.77,11.0,0.77,0.05,0.69,0.77,55.0,0.96,0.0,0.57,0.0,0.69,25.0,0.57,9.57,4.02,6.51,1.34,0.96,0.19,0.19,1.15,3.64,0.77
r-2002339185,Peter Robertson,Striker,27,Inter Miami,"£101,000 p/a",Major League Soccer,265,2046,2,7.25,0.57,7.12,1.04,-6.08,7.47,0.34,0.0,0.73,2.38,0.0,0.68,0.12,0.96,1.7,36.0,0.68,0.0,0.34,0.0,0.96,0.0,0.34,10.87,4.75,7.13,1.36,0.0,0.0,1.36,3.06,4.08,1.36
r-2002338084,Marcelo Randazzo,Striker,27,Real Salt Lake,"£118,000 p/a",Major League Soccer,751,2045,1,6.88,1.32,6.88,1.32,-5.56,7.67,0.24,0.0,0.0,0.84,9.0,2.16,0.06,0.35,0.48,20.0,1.2,0.0,0.72,0.0,0.35,14.0,0.72,8.75,3.0,7.19,1.32,0.84,0.0,0.72,1.32,2.16,0.96
r-2002339403,Albie McGovern,Striker,26,Portland,"£136,000 p/a",Major League Soccer,924,2045,2,6.76,1.32,7.01,1.8,-5.21,5.26,0.0,0.1,1.47,0.58,7.0,1.17,0.1,0.45,0.49,9.0,0.88,0.0,0.58,0.0,0.29,42.0,0.58,9.94,3.41,9.06,1.95,1.95,0.0,0.58,1.07,1.95,0.88
r-2002339403,Albie McGovern,Striker,27,Portland,"£136,000 p/a",Major League Soccer,2072,2046,2,7.26,2.28,7.01,1.8,-5.21,5.65,0.3,0.09,1.06,0.35,9.0,1.3,0.21,0.45,0.69,7.0,1.13,0.0,1.39,0.0,0.35,10.0,1.39,7.82,4.26,8.3,2.13,1.95,0.0,0.65,1.13,2.0,1.09
r-2002339853,Dan Granger,Striker,34,Nashville,"£282,000 p/a",Major League Soccer,433,2045,2,7.14,1.25,6.87,1.27,-5.6,7.48,0.62,0.21,2.65,0.0,50.0,1.87,0.19,0.36,0.83,39.0,0.62,0.0,1.66,0.0,0.36,45.0,1.25,9.35,5.4,10.39,2.91,3.12,0.0,0.0,1.04,1.66,1.45
r-2002339853,Dan Granger,Striker,35,Nashville,"£202,000 p/a",Major League Soccer,721,2046,2,6.6,1.28,6.87,1.27,-5.6,6.74,0.0,0.12,0.28,0.37,42.0,1.12,0.1,0.29,0.12,22.0,0.5,0.12,0.87,0.0,0.29,43.0,0.87,9.74,4.24,6.12,1.75,2.0,0.12,0.5,0.37,1.25,1.62
r-2002127395,Abdallah Hadjar,Striker,34,Orlando City,"£2,134,000 p/a",Major League Soccer,543,2045,2,6.83,1.18,6.8,0.72,-6.08,4.81,0.0,0.17,0.0,0.33,0.0,0.83,0.03,0.28,0.17,34.0,2.15,0.0,0.33,0.0,0.28,0.0,0.33,8.95,8.29,10.11,3.15,3.31,0.17,0.66,0.5,1.33,1.66
r-2002127395,Abdallah Hadjar,Striker,35,Orlando City,"£2,134,000 p/a",Major League Soccer,177,2046,2,6.76,0.25,6.8,0.72,-6.08,8.14,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.8,0.51,13.0,1.02,0.0,0.0,0.0,0.8,0.0,0.0,15.76,1.02,4.58,2.03,0.51,0.0,0.0,0.51,2.03,1.02
r-2002339829,Joseph Bulmer,Striker,25,Orlando City,"£78,000 p/a",Major League Soccer,627,2045,2,6.71,1.17,6.68,1.46,-5.22,8.76,0.14,0.14,0.15,0.29,50.0,0.43,0.06,0.36,0.29,20.0,1.29,0.0,0.57,0.0,0.36,50.0,0.57,6.17,4.02,8.61,2.01,0.86,0.0,0.29,0.29,1.0,1.29
r-2002339829,Joseph Bulmer,Striker,26,Orlando City,"£101,000 p/a",Major League Soccer,1081,2046,2,6.65,1.75,6.68,1.46,-5.22,10.74,0.0,0.17,0.39,0.42,0.0,0.75,0.1,0.17,0.25,29.0,0.5,0.0,0.5,0.0,0.17,0.0,0.5,6.16,2.75,3.5,0.75,0.75,0.08,0.5,0.67,1.5,0.83
r-2002338582,Joshua Wander,Striker,26,Atlanta United,"£160,000 p/a",Major League Soccer,673,2045,2,6.81,1.08,6.78,1.4,-5.38,10.03,0.13,0.0,0.0,0.53,0.0,0.53,0.05,0.32,0.53,21.0,0.53,0.0,0.53,0.0,0.32,0.0,0.53,7.09,2.14,6.55,1.87,0.27,0.0,0.4,1.2,1.87,0.53
r-2002338582,Joshua Wander,Striker,27,Atlanta United,"£198,000 p/a",Major League Soccer,855,2046,2,6.76,1.73,6.78,1.4,-5.38,9.68,0.32,0.21,0.47,0.32,0.0,0.63,0.16,0.32,0.32,37.0,0.95,0.0,0.53,0.0,0.23,0.0,0.53,9.89,2.63,6.32,1.47,0.42,0.11,0.32,1.26,2.11,0.21
r-2002338326,Alan Connor,Striker,32,Cincinnati,"£182,000 p/a",Major League Soccer,413,2045,1,6.76,1.07,6.76,1.07,-5.69,9.15,0.22,0.0,0.5,0.22,0.0,1.31,0.05,0.54,0.44,45.0,0.0,0.0,0.44,0.0,0.37,0.0,0.44,8.72,4.58,6.1,0.87,1.31,0.0,0.44,1.09,2.18,0.22
r-2002225929,Paul Ibargüen,Striker,25,Minnesota,"£101,000 p/a",Major League Soccer,506,2045,2,6.8,1.06,3.4,0.53,-2.87,11.74,0.0,0.0,0.0,0.71,0.0,0.53,0.0,0.28,0.53,30.0,0.53,0.0,0.53,0.0,0.28,27.0,0.53,7.29,2.49,5.69,1.07,0.71,0.0,0.89,1.6,2.49,0.71
r-2002225929,Paul Ibargüen,Striker,26,Minnesota,"£101,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.4,0.53,-2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002371358,Masoud Rahimi,Striker,19,Toronto FC,"£101,000 p/a",Major League Soccer,422,2045,1,6.75,0.93,6.75,0.93,-5.82,7.46,0.43,0.0,0.51,0.43,0.0,0.43,0.17,0.29,0.21,34.0,0.43,0.0,0.64,0.0,0.29,0.0,0.64,11.73,2.56,5.97,1.28,0.43,0.0,0.85,1.28,2.13,0.64
r-2002340503,Jesús Vázquez,Striker,25,Charlotte FC,"£160,000 p/a",Major League Soccer,290,2045,2,7.15,0.84,7.44,0.86,-6.58,2.79,0.62,0.0,1.34,0.93,0.0,3.1,0.24,0.46,0.62,56.0,0.62,0.0,1.24,0.0,0.46,0.0,1.24,8.38,3.1,6.52,1.86,2.17,0.0,0.62,1.55,2.79,0.31
r-2002340503,Jesús Vázquez,Striker,26,Toronto FC,"£160,000 p/a",Major League Soccer,307,2046,2,7.73,0.89,7.44,0.86,-6.58,12.31,0.29,0.0,1.41,0.0,50.0,1.76,0.06,1.05,1.76,36.0,0.88,0.0,1.76,0.0,0.82,125.0,1.17,9.67,4.4,10.85,2.64,1.76,0.0,0.29,2.64,4.1,0.0
r-2002338310,Marco Johnson,Striker,24,CF Montréal,"£78,000 p/a",Major League Soccer,350,2045,2,6.82,0.75,3.41,0.38,-3.03,6.69,0.26,0.0,0.54,0.26,50.0,0.77,0.26,0.49,0.26,27.0,1.54,0.0,1.29,0.0,0.49,50.0,1.29,7.71,2.83,3.86,0.26,1.29,0.0,1.03,1.29,2.31,0.51
r-2002338310,Marco Johnson,Striker,25,CF Montréal,"£78,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.41,0.38,-3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002339343,Lynden Rotundo,Striker,23,CF Montréal,"£148,000 p/a",Major League Soccer,459,2045,2,6.78,0.74,6.86,0.87,-5.99,11.37,0.0,0.0,0.34,0.59,0.0,1.18,0.08,0.59,0.78,17.0,1.18,0.2,0.39,0.0,0.59,0.0,0.39,8.24,2.94,4.9,0.78,0.59,0.0,0.78,1.37,2.55,1.18
r-2002339343,Lynden Rotundo,Striker,24,CF Montréal,"£148,000 p/a",Major League Soccer,470,2046,2,6.94,1.0,6.86,0.87,-5.99,14.36,0.19,0.0,0.0,1.34,0.0,1.53,0.06,0.64,1.15,33.0,0.38,0.19,0.77,0.19,0.49,25.0,0.57,6.7,4.21,7.09,1.53,0.96,0.0,0.38,1.91,3.26,1.53
r-2002338622,Daniel Williams,Striker,23,Portland,"£101,000 p/a",Major League Soccer,243,2045,2,6.56,0.68,6.74,0.93,-5.81,10.0,0.0,0.0,0.45,0.74,25.0,0.37,0.0,0.54,0.0,52.0,0.37,0.0,0.37,0.0,0.25,25.0,0.37,6.67,2.96,6.67,1.11,0.37,0.0,0.0,0.37,2.22,1.85
r-2002338622,Daniel Williams,Striker,24,Portland,"£144,000 p/a",Major League Soccer,479,2046,2,6.93,1.18,6.74,0.93,-5.81,12.78,0.0,0.19,0.0,0.19,0.0,0.75,0.03,0.56,0.56,49.0,0.38,0.0,0.19,0.0,0.41,0.0,0.19,9.21,1.69,7.33,1.88,0.75,0.0,0.56,1.5,2.82,0.94
r-2002339992,José Briceño,Striker,33,New York,"£167,000 p/a",Major League Soccer,276,2045,1,6.99,0.61,6.99,0.61,-6.38,4.24,0.33,0.65,1.05,1.3,0.0,0.98,0.4,0.52,0.65,15.0,1.3,0.0,3.59,0.0,0.52,135.0,0.98,14.35,4.57,6.85,1.63,1.96,0.0,0.98,0.98,2.28,1.96
r-2002338366,Giorgio Lentini,Striker,25,Vancouver,"£177,000 p/a",Major League Soccer,357,2045,2,6.8,0.53,6.82,0.66,-6.16,10.59,0.0,0.25,0.0,0.76,0.0,1.26,0.0,0.69,1.01,17.0,1.01,0.0,0.0,0.0,0.29,0.0,0.0,5.04,4.03,6.81,1.26,0.25,0.0,0.5,1.76,2.27,1.26
r-2002338366,Giorgio Lentini,Striker,26,Vancouver,"£177,000 p/a",Major League Soccer,487,2046,2,6.83,0.8,6.82,0.66,-6.16,9.06,0.18,0.18,3.75,0.18,28.0,1.48,0.06,0.65,0.74,16.0,0.92,0.0,1.29,0.0,0.35,75.0,0.92,6.65,2.59,5.91,1.85,0.74,0.0,1.11,1.66,2.59,1.48
r-2002356097,Marco Guerrero,Striker,20,FC Dallas,"£101,000 p/a",Major League Soccer,178,2045,2,6.85,0.44,6.8,0.54,-6.26,8.6,0.51,0.0,3.1,0.0,100.0,0.0,0.22,0.13,1.01,18.0,0.51,0.0,0.51,0.0,0.13,100.0,0.51,10.62,4.04,11.63,4.55,3.03,0.0,0.51,1.52,2.02,0.51
r-2002356097,Marco Guerrero,Striker,21,FC Dallas,"£101,000 p/a",Major League Soccer,390,2046,2,6.75,0.63,6.8,0.54,-6.26,5.31,0.0,0.46,1.01,0.69,0.0,1.85,0.15,0.62,0.46,17.0,1.62,0.0,1.38,0.0,0.62,33.0,0.69,12.23,4.15,9.0,2.08,1.62,0.0,1.38,1.62,3.69,1.38
r-2002339972,Raúl Rosales,Striker,27,Inter Miami,"£105,000 p/a",Major League Soccer,167,2045,1,7.05,0.4,7.05,0.4,-6.65,7.01,0.0,0.0,0.0,0.0,0.0,2.69,0.04,0.7,1.08,38.0,2.16,0.0,0.54,0.0,0.26,0.0,0.54,8.62,2.69,10.24,1.62,1.62,0.0,1.08,2.16,2.69,1.08
r-2002322829,Nelson Aguayo,Striker,21,LAFC,"£175,000 p/a",Major League Soccer,94,2045,1,6.58,0.25,6.58,0.25,-6.33,8.62,0.0,0.0,0.0,0.96,0.0,1.91,0.08,0.41,0.0,44.0,0.0,0.0,0.96,0.0,0.41,0.0,0.96,11.49,3.83,10.53,3.83,0.96,0.0,0.0,1.91,2.87,0.96
r-2002339023,Andy Alcántara,Striker,25,Philadelphia,"£121,000 p/a",Major League Soccer,82,2045,2,6.8,0.23,3.4,0.12,-3.28,19.76,0.0,0.0,0.0,0.0,0.0,2.2,0.16,0.08,0.0,39.0,1.1,0.0,2.2,0.0,0.08,0.0,2.2,9.88,5.49,6.59,0.0,1.1,0.0,1.1,0.0,1.1,1.1
r-2002339023,Andy Alcántara,Striker,26,Philadelphia,"£101,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.4,0.12,-3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338725,Craig Bell,Striker,22,Austin FC,"£78,000 p/a",Major League Soccer,88,2045,2,6.7,0.17,6.68,0.12,-6.56,5.11,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.1,0.0,20.0,3.07,0.0,0.0,0.0,0.1,0.0,0.0,18.41,2.05,10.23,2.05,0.0,0.0,0.0,0.0,1.02,0.0
r-2002338725,Craig Bell,Striker,23,Austin FC,"£78,000 p/a",Major League Soccer,41,2046,2,6.65,0.06,6.68,0.12,-6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002339771,Luis Miguel Villalobos,Striker,23,St. Louis CITY,"£101,000 p/a",Major League Soccer,134,2045,2,6.83,0.12,6.86,0.2,-6.66,2.01,0.0,0.0,0.0,0.67,0.0,2.69,0.03,0.37,0.67,0.0,0.0,0.0,0.67,0.0,0.37,0.0,0.67,10.75,2.01,8.06,1.34,2.01,0.0,0.0,0.67,0.67,0.0
r-2002339771,Luis Miguel Villalobos,Striker,24,St. Louis CITY,"£101,000 p/a",Major League Soccer,208,2046,2,6.88,0.29,6.86,0.2,-6.66,3.46,0.43,0.0,1.43,1.3,0.0,1.73,0.21,0.31,0.0,13.0,0.43,0.0,1.73,0.0,0.31,0.0,1.73,12.98,4.76,9.09,1.73,2.6,0.0,0.87,0.87,2.16,3.03
r-2002339102,Tyler Benally,Striker,23,New York,"£115,000 p/a",Major League Soccer,82,2045,2,6.87,0.12,6.78,0.08,-6.7,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.1,17.0,0.0,0.0,1.1,0.0,0.52,0.0,1.1,7.68,0.0,7.68,3.29,0.0,0.0,2.2,3.29,4.39,1.1
r-2002339102,Tyler Benally,Striker,24,New York,"£162,000 p/a",Major League Soccer,32,2046,2,6.7,0.03,6.78,0.08,-6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002356748,Laurence Harrison,Striker,20,Toronto FC,"£149,000 p/a",Major League Soccer,71,2045,2,6.52,0.11,6.68,0.22,-6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002356748,Laurence Harrison,Striker,21,Toronto FC,"£149,000 p/a",Major League Soccer,114,2046,2,6.83,0.32,6.68,0.22,-6.46,11.05,0.0,0.79,0.83,0.79,0.0,0.79,0.41,0.01,0.0,50.0,1.58,0.79,1.58,0.0,0.01,0.0,1.58,15.0,4.74,5.53,0.79,3.16,0.79,0.79,0.0,0.79,0.79
r-2002339207,Armando Gutiérrez,Striker,24,NYCFC,"£101,000 p/a",Major League Soccer,98,2045,2,6.9,0.11,6.91,0.3,-6.61,9.18,0.0,0.0,0.0,1.84,0.0,1.84,0.0,0.9,0.92,10.0,0.92,0.0,0.0,0.0,0.9,0.0,0.0,2.76,2.76,3.67,0.92,1.84,0.0,0.0,1.84,2.76,2.76
r-2002339207,Armando Gutiérrez,Striker,25,Houston,"£101,000 p/a",Major League Soccer,294,2046,2,6.92,0.49,6.91,0.3,-6.61,11.33,0.0,0.31,0.0,1.22,0.0,0.61,0.0,0.38,0.92,24.0,0.92,0.0,0.0,0.0,0.38,0.0,0.0,8.57,5.2,4.9,1.53,1.53,0.31,0.61,0.92,1.22,1.84
r-2002338236,Martin Veit,Striker,24,Philadelphia,"£123,000 p/a",Major League Soccer,27,2045,2,6.97,0.05,3.48,0.02,-3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338236,Martin Veit,Striker,25,Philadelphia,"£123,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.48,0.02,-3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340644,Dan Williams,Striker,24,Inter Miami,"£78,000 p/a",Major League Soccer,15,2045,1,0.0,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338444,Kevin Cobián,Striker,23,Houston,"£78,000 p/a",Major League Soccer,63,2045,2,6.4,0.02,6.62,0.12,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338444,Kevin Cobián,Striker,24,Houston,"£78,000 p/a",Major League Soccer,111,2046,2,6.83,0.21,6.62,0.12,-6.5,11.35,0.0,0.81,0.0,3.24,0.0,1.62,0.0,1.48,1.62,21.0,0.0,0.81,0.81,0.0,0.18,0.0,0.81,14.59,0.81,10.54,1.62,0.81,0.0,0.0,1.62,2.43,2.43
r-2002373187,Brandon Wildig,Striker,20,LA Galaxy,"£138,000 p/a",Major League Soccer,29,2045,2,6.8,0.02,3.4,0.01,-3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002373187,Brandon Wildig,Striker,21,LA Galaxy,"£138,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.4,0.01,-3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338442,Charlie Wright,Striker,24,Inter Miami,"£78,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338442,Charlie Wright,Striker,25,Inter Miami,"£78,000 p/a",Major League Soccer,12,2046,2,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
